1.250000000000000000e+01,5.562403697996917140e-01,2.430663341766240992e-01,1.190967564222116026e+00
3.750000000000000000e+01,6.798493408662900084e-01,4.427536988411777674e-01,1.015284075500826555e+00
6.250000000000000000e+01,3.337442218798150062e-01,2.106892262963296902e-01,5.167991765739129439e-01
8.750000000000000000e+01,4.767774598283072707e-01,3.420891405584740030e-01,6.473232859998497846e-01
1.125000000000000000e+02,3.811276607886777135e-01,2.765998402266410805e-01,5.138692856829863986e-01
1.375000000000000000e+02,2.359807629453237188e-01,1.631313676514530020e-01,3.359412067516645006e-01
1.625000000000000000e+02,2.709888981075422310e-01,1.987689122342723713e-01,3.629492504629742711e-01
1.875000000000000000e+02,1.730525594932374456e-01,1.196296696110655672e-01,2.463568849512207115e-01
2.125000000000000000e+02,1.908667935587178843e-01,1.381484313339720882e-01,2.610385668280441607e-01
2.375000000000000000e+02,1.219825372367744909e-01,8.220183647795142878e-02,1.774077932162540505e-01
2.625000000000000000e+02,1.191943649570768177e-01,8.088843253412167367e-02,1.694607188617309468e-01
2.875000000000000000e+02,5.239945512605789779e-02,2.938069911600658599e-02,8.810664490875590171e-02
3.125000000000000000e+02,5.191576784797124339e-02,3.045125686088539715e-02,8.652172047431586077e-02
3.375000000000000000e+02,4.094427594103455803e-02,1.925210664928655654e-02,8.090003098333746478e-02
3.625000000000000000e+02,4.589908186243128047e-02,2.005701523316535256e-02,9.827463214404322245e-02
3.875000000000000000e+02,5.588278177506904310e-02,2.208297811349250669e-02,1.270015721228458239e-01
4.125000000000000000e+02,9.021910677861699757e-02,3.565152802217639444e-02,2.050357557811303133e-01
4.375000000000000000e+02,7.983387115197221329e-02,1.419788425654243576e-02,2.909617563449841682e-01
4.625000000000000000e+02,4.882590873067598203e-01,2.504260276833423712e-02,2.681037528872205034e+00
